FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y,Class
14.516,13.59,4.354,26.683,12.96,9.45,8.87,8.077,6.165,6.47,0.061,3.723,3.896,-1.597,3.977,10.061,1.068,-3.784,-4.598,-8.311,-3.164,-3.387,-7.009,-7.812,-6.887,-4.161,-8.799,-10.763,-13.153,-9.41,-12.97,11.23,14.455,3.53,11.566,7.212,-1.546,-3.581,16.083,3.276,2.808,1.729,2.625,8.535,8.352,-3.611,0.58,12.38,-4.028,-3.794,-6.449,-6.154,0.926,-0.285,-12.685,-5.625,3.825,-10.366,-9.46,-7.477,-8.138,-2.604,14.994,8.331,a
13.54,13.59,0.936,18.87,12.472,9.45,7.894,6.124,7.629,3.54,0.061,2.747,3.896,2.309,2.024,9.572,-1.862,-1.343,-1.18,-3.916,-2.675,-3.876,-7.009,-8.789,-6.887,-6.602,-10.264,-10.274,-11.688,-7.456,-9.552,11.23,11.037,6.46,8.636,4.771,-9.359,-2.604,9.735,1.811,3.296,-1.689,0.183,7.558,8.352,-4.1,-2.35,12.38,-3.052,-4.771,-7.426,-9.084,0.437,1.18,-3.896,-11.973,3.337,-9.389,-7.507,-8.453,-7.65,-2.604,13.529,7.843,a
11.098,11.149,0.936,7.64,11.983,9.939,7.406,4.659,9.583,0.61,2.991,2.258,4.384,6.215,1.536,9.572,-0.397,0.61,-2.645,-3.428,-2.675,-4.364,-8.474,-10.254,-7.375,-8.067,-11.241,-9.786,-11.688,-7.456,-8.087,10.254,7.619,6.948,4.73,2.818,-6.917,-1.628,2.899,1.322,4.272,-4.618,-0.793,6.093,8.84,-4.588,-2.838,11.403,-3.052,-6.236,-9.379,-12.014,0.437,0.692,-9.755,-4.161,2.848,-9.389,-7.507,-8.942,-8.626,-3.092,10.6,6.866,a
8.657,5.778,3.866,-1.638,11.495,9.939,6.917,4.659,9.583,-0.854,5.92,2.258,4.384,5.239,2.024,10.061,0.092,-1.831,-7.039,-4.893,-2.675,-4.364,-9.45,-11.23,-7.863,-9.043,-10.752,-9.786,-12.177,-8.433,-9.552,9.277,5.178,1.088,2.289,3.306,4.313,-2.116,0.946,3.276,4.761,-5.595,1.16,5.605,8.352,-4.588,-2.35,10.427,-3.052,-6.724,-10.844,-13.967,-2.492,-3.215,-41.982,-8.555,2.848,-10.366,-8.484,-9.918,-9.603,-3.581,8.158,4.913,a
7.68,1.383,6.307,-6.032,10.03,9.45,6.917,6.612,7.629,-0.854,6.409,3.235,4.384,-0.621,2.024,10.061,2.045,-4.761,-11.434,-8.311,-3.164,-4.364,-9.45,-10.742,-7.863,-9.043,-8.311,-9.786,-12.665,-9.41,-11.993,8.301,5.666,-7.701,2.289,6.724,15.055,-1.628,5.829,4.74,4.272,-4.13,5.066,6.582,7.863,-5.564,-1.862,8.962,-3.052,-6.724,-10.356,-12.99,-0.051,-2.238,-17.08,-9.043,2.848,-10.854,-9.949,-9.918,-10.091,-3.581,7.182,4.425,a
8.169,1.872,7.772,-6.032,8.565,8.474,6.429,10.03,5.188,1.587,3.967,4.211,3.896,-7.456,1.048,10.549,4.974,-3.296,-2.645,-3.916,-3.164,-3.876,-8.474,-9.766,-7.375,-8.067,-5.381,-9.786,-12.177,-10.386,-13.458,7.812,7.131,-10.142,3.265,11.607,16.52,1.79,13.153,5.229,3.296,-1.689,6.531,7.558,6.399,-5.564,-2.35,8.474,-3.052,-5.747,-7.914,-11.037,4.832,1.18,-29.287,-15.391,3.337,-10.366,-10.925,-8.453,-9.603,-3.581,7.67,6.378,a
9.145,7.731,7.284,-4.567,7.589,7.985,5.941,11.007,2.747,4.517,-0.916,4.211,2.92,-9.898,-0.905,11.037,-3.815,0.122,-12.899,-1.475,-3.164,-2.899,-7.009,-7.812,-6.399,-6.602,-5.87,-9.298,-11.2,-10.386,-13.458,8.301,8.108,-1.353,3.265,14.537,7.731,6.185,15.594,3.764,1.831,0.753,3.113,7.558,5.422,-5.564,-4.791,7.985,-3.052,-4.771,-6.449,-8.108,-0.051,1.18,13.682,-0.743,2.848,-9.389,-10.925,-6.989,-8.138,-3.092,8.647,8.331,a
8.657,13.59,5.819,-2.614,7.1,7.497,4.964,9.542,1.77,5.005,-4.822,3.723,1.943,-7.456,-2.858,10.061,-0.397,-1.831,-6.551,-4.893,-2.675,-2.411,-6.032,-6.348,-4.934,-5.137,-10.264,-7.833,-9.735,-9.41,-12.482,8.301,7.619,14.76,2.289,11.119,-3.011,6.673,10.712,1.811,0.854,1.729,-2.747,5.605,4.445,-5.076,-7.721,7.497,-3.052,-3.794,-5.961,-6.154,-1.027,-1.75,-0.478,-0.254,2.36,-8.413,-10.437,-6.012,-6.673,-2.604,8.158,9.308,a
6.704,15.055,3.377,-2.126,5.636,6.521,3.499,4.659,2.747,4.028,-4.822,2.258,1.943,-4.527,-3.347,7.131,-0.885,1.099,-2.157,-0.01,-2.187,-1.923,-5.544,-5.859,-3.469,-4.649,-14.659,-6.856,-8.759,-8.921,-11.993,6.836,4.69,26.967,0.336,2.818,-8.382,0.814,2.899,-0.142,0.366,1.729,-7.629,3.164,3.469,-4.588,-8.209,6.521,-3.052,-3.306,-7.426,-5.666,-1.027,0.203,2.94,-5.625,1.872,-7.436,-9.46,-5.035,-6.185,-2.116,6.205,6.866,a
3.286,9.196,0.448,-0.661,4.171,4.079,2.035,0.264,3.723,1.099,-1.892,0.793,1.943,-4.038,-2.858,2.736,1.556,2.563,-8.504,0.478,-1.699,-1.434,-5.544,-5.371,-2.981,-4.649,-16.612,-5.88,-8.27,-7.945,-11.505,2.93,0.783,25.503,-0.641,-5.971,-7.894,-7.487,-1.495,-1.607,1.343,-0.712,-8.606,1.211,2.981,-4.1,-6.744,4.567,-3.052,-3.794,-8.403,-5.666,-0.539,2.645,-0.478,-7.09,0.895,-6.948,-8.972,-4.547,-5.208,-1.628,3.276,1.984,a
1.333,-0.081,-1.994,1.292,2.218,2.126,1.058,-2.665,4.211,-1.343,2.014,0.305,2.431,-6.48,-1.394,-0.193,23.041,-5.249,2.726,-11.729,-1.211,-1.434,-5.056,-4.883,-2.981,-5.137,-13.682,-5.391,-7.294,-6.968,-11.505,-0.977,-0.193,12.319,-0.641,-9.389,-4.476,-11.882,0.946,-0.631,2.319,-3.153,-5.188,0.234,2.492,-4.1,-3.326,2.126,-3.052,-3.794,-8.891,-5.666,5.809,-2.726,-9.755,-4.649,0.407,-6.46,-7.996,-4.059,-5.208,-1.139,0.834,-2.411,a
0.356,-5.941,-2.97,5.198,0.753,0.173,0.57,-1.689,3.723,-1.343,3.967,0.305,2.431,-8.433,0.071,-0.193,-13.092,7.446,-12.41,-0.987,-1.211,-0.946,-4.567,-3.906,-2.981,-5.137,-8.799,-5.391,-6.317,-5.503,-10.529,-3.418,1.76,-4.283,0.336,-6.46,0.895,-8.952,4.364,0.834,2.319,-4.13,-0.793,0.722,2.004,-4.1,-0.885,0.661,-3.052,-3.794,-7.914,-5.178,-5.422,3.133,-19.521,-5.625,0.895,-5.483,-7.019,-3.571,-4.232,-1.139,-0.142,-3.876,a
1.333,-3.011,-1.506,10.081,0.753,-0.315,1.058,0.753,1.77,0.61,2.502,1.282,1.943,-6.48,-0.417,3.225,-3.326,1.587,-6.063,-6.358,-1.699,-0.458,-4.079,-2.93,-2.492,-4.649,-4.893,-3.927,-4.364,-4.038,-8.087,-2.441,5.178,-12.583,0.336,0.376,6.266,-0.651,3.876,3.276,1.343,-3.153,1.648,1.699,2.004,-4.1,-0.885,0.661,-3.052,-2.818,-7.426,-3.225,-1.027,0.692,-1.943,-11.973,0.895,-4.018,-5.066,-2.594,-4.232,-1.139,0.834,-1.923,a
2.309,5.29,0.448,13.987,1.241,-0.315,1.058,3.682,-1.16,3.052,-1.892,2.258,0.966,-1.597,-2.858,7.131,0.092,-1.831,-5.086,0.478,-2.187,0.031,-4.079,-2.441,-1.516,-4.161,-4.405,-2.462,-2.899,-3.062,-4.669,0,6.643,-9.165,-1.129,5.259,7.731,6.673,-1.495,4.252,-0.122,-0.224,1.16,1.699,1.027,-3.611,-4.791,1.638,-3.052,-1.841,-6.938,-2.248,0.926,1.18,-6.826,-0.743,1.383,-2.553,-3.113,-2.106,-4.232,-1.139,1.811,0.519,a
1.821,12.126,1.424,13.499,0.753,-0.315,1.058,4.171,-3.113,4.028,-5.31,3.235,-0.01,2.797,-6.276,8.596,5.951,-3.296,5.656,-5.381,-2.187,0.031,-4.567,-2.441,-2.004,-4.649,-6.846,-2.462,-2.899,-3.062,-2.228,1.953,4.201,0.6,-2.594,5.259,1.383,7.65,-6.378,3.276,-1.587,2.218,-0.793,1.699,0.051,-4.1,-9.674,2.126,-2.075,-0.376,-6.449,-1.76,1.902,-2.238,-12.685,-8.067,1.383,-2.065,-2.136,-1.617,-4.232,-1.628,1.322,1.984,a
0.356,12.126,0.936,9.104,0.264,-0.804,0.57,3.682,-3.113,3.052,-5.31,2.747,0.478,3.286,-8.23,6.643,1.068,-2.319,-22.664,-5.381,-2.187,0.031,-4.567,-2.93,-2.492,-6.114,-9.776,-3.927,-4.364,-4.038,-3.204,1.465,-0.193,7.924,-2.106,2.818,-6.917,3.255,-4.425,2.299,-1.099,1.729,-2.258,1.699,0.051,-5.076,-12.604,1.638,-1.587,-0.376,-6.449,-3.225,0.437,-0.285,-8.291,0.722,1.383,-3.042,-3.113,-2.106,-4.232,-1.628,0.346,1.007,a
-0.621,6.266,-1.017,2.757,0.264,-0.315,1.058,3.682,-0.671,1.099,-0.916,2.747,1.455,0.356,-6.765,3.225,4.486,0.122,3.703,1.455,-2.187,-0.458,-4.079,-3.906,-2.981,-7.09,-9.776,-5.391,-5.829,-5.992,-6.134,0,-2.146,8.413,0.824,1.841,-9.359,-0.651,2.411,2.299,1.343,-0.224,-1.282,2.675,1.027,-5.564,-11.139,1.149,-1.587,-1.353,-5.473,-4.69,0.437,-0.285,-5.361,-8.067,1.383,-4.995,-5.554,-2.594,-4.72,-1.628,-0.631,-1.434,a
-0.132,-0.57,-2.482,-3.591,1.729,2.614,2.035,4.171,3.235,-0.366,4.456,2.258,2.431,-1.597,-2.37,0.783,-0.885,0.122,-4.598,-5.381,-2.187,-0.946,-3.591,-4.883,-3.469,-7.09,-7.823,-6.856,-7.294,-7.945,-10.04,-0.488,-0.682,4.506,4.242,4.283,-1.546,-0.163,8.27,3.276,3.784,-2.177,0.671,4.14,2.492,-4.1,-5.28,1.638,-1.587,-2.33,-4.496,-6.154,-2.004,-0.285,-5.849,-5.137,2.36,-6.46,-8.484,-3.571,-4.72,-1.628,-0.142,-2.411,a
2.309,-2.523,-2.482,-7.497,4.171,7.009,3.499,6.124,6.653,0.61,7.874,2.747,3.408,0.844,1.536,1.76,-0.397,-1.343,-0.692,-6.358,-1.699,-1.434,-3.103,-4.883,-2.981,-6.114,-5.87,-6.368,-6.805,-8.921,-11.505,1.465,3.713,0.6,6.195,9.165,7.243,3.743,8.27,3.764,4.761,-1.689,1.648,5.117,4.445,-1.17,0.58,4.079,-1.587,-3.306,-4.496,-6.643,0.437,2.157,2.452,-0.254,2.36,-6.46,-9.46,-3.571,-4.72,-1.628,2.299,-0.458,a
5.239,0.407,-0.041,-9.45,5.636,10.915,4.476,6.612,7.141,2.563,5.92,2.747,3.408,5.727,3.001,5.666,4.486,2.563,-7.528,-3.428,-1.211,-1.434,-3.103,-5.371,-2.492,-5.137,-5.87,-5.391,-5.829,-7.456,-10.04,4.883,7.131,0.6,5.219,11.607,8.219,6.185,5.341,2.787,4.272,0.264,0.183,4.628,5.91,2.248,3.021,6.032,-0.61,-3.306,-4.985,-6.643,0.926,2.157,-6.826,-6.602,2.36,-5.971,-8.484,-3.571,-4.232,-1.139,4.74,3.937,a
7.192,5.29,3.377,-7.985,6.124,12.38,4.476,6.612,5.676,4.028,0.061,2.258,2.431,8.657,0.071,9.084,-2.838,-1.343,-0.692,-2.94,-0.234,-0.946,-3.103,-5.371,-2.004,-4.649,-8.311,-4.903,-4.364,-6.48,-7.111,7.324,6.154,4.506,3.265,9.165,1.383,2.767,4.364,1.322,2.319,1.729,-2.258,3.652,5.422,2.736,1.068,7.497,0.854,-2.818,-5.473,-6.154,-2.981,-1.75,-8.291,-3.672,1.872,-4.995,-6.531,-3.571,-3.743,-1.139,6.694,7.843,a
6.704,8.219,5.819,-3.591,4.659,10.427,3.499,5.147,2.747,3.54,-4.822,1.77,1.943,6.215,-3.347,11.525,-4.303,2.563,-2.157,-2.452,0.254,-0.946,-3.591,-5.859,-2.492,-5.137,-10.264,-5.391,-4.364,-5.503,-4.669,7.324,4.201,9.389,1.801,3.306,-2.523,-3.581,6.805,1.322,0.366,1.241,-3.235,3.164,3.469,-0.682,-2.838,6.521,1.343,-2.33,-5.961,-6.154,-2.981,1.18,-28.31,-7.09,1.383,-4.506,-5.554,-3.082,-3.743,-0.651,6.694,8.82,a
5.239,7.731,5.819,4.222,3.194,6.521,2.523,3.682,0.793,2.563,-5.798,1.77,1.455,-1.597,-4.323,12.99,0.58,2.075,-2.157,1.943,-0.234,-0.458,-4.079,-5.859,-2.981,-6.114,-10.264,-6.368,-4.852,-5.992,-5.157,5.371,3.225,13.295,1.801,-1.088,1.872,-6.999,9.247,3.276,0.366,-0.712,-2.258,3.164,2.004,-6.541,-5.28,4.567,0.366,-2.33,-6.449,-6.643,1.414,2.645,1.963,3.652,1.383,-4.995,-5.554,-3.571,-3.743,-1.139,5.717,6.866,a
4.262,7.731,4.354,13.499,2.706,4.079,3.011,4.171,1.282,2.075,-0.916,2.747,1.943,-8.921,-0.905,12.99,0.58,5.005,2.726,6.826,-1.699,-0.458,-4.567,-5.859,-3.469,-6.602,-7.334,-6.856,-6.317,-6.968,-6.622,3.418,4.201,15.737,2.289,-1.088,10.173,-3.581,7.782,5.717,1.831,-2.665,0.183,5.117,2.004,-10.447,-3.815,4.079,-2.075,-2.818,-6.938,-6.643,-0.539,2.645,-47.841,-2.207,1.872,-5.971,-7.019,-3.571,-4.72,-1.628,4.252,4.425,a
4.751,9.196,2.401,19.847,4.171,5.056,4.964,5.636,3.235,3.052,5.432,4.211,2.92,-12.339,4.954,12.502,0.092,5.981,-2.157,0.966,-2.675,-0.458,-5.056,-5.371,-3.469,-6.602,-4.893,-6.368,-7.294,-7.456,-8.575,3.906,6.154,15.249,2.289,3.306,10.173,4.232,3.387,6.205,4.272,-1.689,2.136,7.07,3.957,-10.935,-0.397,5.056,-5.005,-2.33,-6.938,-6.154,-3.957,-0.285,2.94,-1.231,3.337,-6.46,-7.996,-3.571,-5.208,-1.628,4.74,2.96,a
5.727,11.149,1.912,18.382,6.124,7.985,5.941,7.589,5.676,4.517,9.338,4.7,3.896,-10.874,8.372,11.037,0.58,-6.226,-5.086,-0.987,-3.652,-0.458,-5.056,-3.906,-2.492,-4.649,-3.428,-4.903,-6.805,-6.968,-9.064,6.348,6.154,11.831,0.824,7.701,-1.546,9.603,1.434,5.229,5.737,1.241,1.648,7.558,5.91,-7.029,1.556,7.009,-5.493,-1.841,-5.961,-5.178,-0.051,-1.75,-10.732,0.722,3.825,-6.46,-8.484,-3.082,-5.697,-1.628,5.717,2.96,a
7.192,12.614,3.866,10.081,6.612,10.427,5.941,8.565,6.653,5.981,9.827,4.7,3.896,-6.968,6.907,9.572,13.763,-3.296,-0.692,-3.916,-2.675,0.031,-4.079,-2.441,-1.027,-2.696,-3.916,-3.438,-5.829,-5.992,-8.087,8.301,3.713,4.995,0.336,9.654,-14.242,8.138,2.899,3.764,5.249,3.682,-0.305,6.582,6.399,-2.146,0.58,7.985,-3.54,-0.376,-3.52,-2.736,3.855,-1.75,-3.896,-22.227,3.825,-4.506,-7.019,-1.617,-4.72,-1.628,6.694,3.448,a
7.192,10.661,5.819,-0.173,5.147,8.962,4.476,7.1,5.188,4.517,7.385,3.235,2.431,-3.55,1.536,7.619,2.533,-5.249,-1.18,-6.358,-1.211,1.007,-2.126,-0.977,-0.539,-0.254,-5.87,-2.462,-4.852,-4.038,-6.622,7.324,2.248,-3.306,1.801,8.189,-16.683,3.255,6.317,2.787,2.808,4.659,-1.282,4.628,5.422,1.76,-3.815,7.009,-0.61,0.6,-1.078,-1.272,0.926,-1.75,-16.591,-11.485,2.36,-3.53,-5.554,-0.641,-3.255,-0.651,6.694,3.448,a
4.751,6.266,6.795,-6.032,3.194,5.056,2.523,4.171,1.77,2.563,4.944,2.258,0.966,-0.132,-3.835,6.643,-1.862,-0.366,-12.41,-4.405,0.254,1.007,-1.149,-0.488,-0.051,0.722,-7.823,-2.462,-4.852,-3.55,-6.134,3.418,2.248,-9.654,4.242,5.259,-6.917,0.326,6.317,2.787,0.366,3.194,-0.793,2.187,2.981,3.713,-7.721,4.567,0.854,1.577,-0.59,-0.295,-1.027,0.203,1.475,-6.114,0.895,-3.042,-5.066,0.336,-2.279,-0.163,4.74,1.984,a
2.797,2.848,5.33,-4.567,2.706,1.149,1.058,1.729,-1.16,1.099,2.502,1.282,-0.01,4.262,-6.765,6.643,-3.326,2.563,-15.34,4.873,0.254,1.007,-1.149,-0.977,-1.027,0.234,-9.776,-3.438,-5.341,-5.015,-7.111,-0.488,5.666,-11.119,5.219,2.818,6.266,2.279,4.364,2.299,-0.61,1.241,0.183,1.699,1.027,3.713,-9.186,2.614,0.366,1.088,-1.567,-0.783,-1.027,3.133,-0.966,-10.508,0.407,-3.53,-6.042,-0.153,-2.767,-0.163,2.787,-0.458,a
2.309,2.848,1.424,0.804,3.194,0.173,1.546,1.729,-2.136,1.099,0.061,1.282,0.478,9.633,-6.765,7.131,-4.303,3.052,-5.086,1.943,-0.722,0.031,-3.591,-2.93,-2.981,-3.184,-11.241,-5.88,-6.805,-6.968,-9.064,-2.441,8.596,-6.724,2.289,2.33,11.149,5.208,4.852,0.834,-0.122,0.264,-0.793,3.164,1.516,3.225,-8.209,2.614,-1.099,-0.376,-5.473,-2.736,-2.492,2.157,-12.685,-5.625,0.895,-5.483,-7.996,-2.106,-4.232,-0.651,2.299,-1.923,a
4.751,6.755,-3.459,5.686,5.636,3.591,3.499,3.682,-0.671,2.563,-2.869,2.258,1.943,12.075,-6.276,8.108,3.021,-0.854,-3.133,-3.428,-1.699,-1.434,-6.032,-4.883,-4.934,-7.09,-12.217,-7.833,-8.27,-9.41,-11.017,0,9.572,3.042,-1.617,3.306,7.243,4.232,9.735,0.834,1.831,-0.224,-2.258,5.117,2.981,2.248,-7.233,5.544,-2.563,-2.33,-9.867,-5.178,-0.051,-0.285,-8.291,3.164,2.36,-7.436,-10.437,-4.547,-6.185,-1.628,4.252,-1.434,a
9.145,11.637,-5.9,7.151,7.589,8.962,5.941,6.612,2.258,4.028,-3.845,3.235,3.896,8.169,-7.253,9.572,3.998,1.587,-1.18,-0.01,-2.187,-2.411,-7.985,-6.348,-5.91,-8.555,-12.217,-9.298,-9.247,-11.363,-11.993,4.883,8.596,13.295,-2.594,5.747,2.848,-0.163,16.571,2.299,3.296,0.264,-3.235,8.046,5.422,0.295,-7.721,8.962,-2.075,-4.283,-11.82,-6.154,1.902,1.668,-4.384,1.699,3.825,-8.901,-11.414,-6.012,-7.65,-2.116,8.647,1.495,a
13.051,15.055,-5.9,6.175,9.054,13.357,7.894,9.054,5.188,5.493,-2.38,4.211,4.384,0.356,-7.741,11.525,7.416,0.61,-0.692,-1.963,-2.675,-2.899,-8.474,-6.348,-5.91,-7.579,-11.241,-9.298,-9.735,-11.851,-11.993,9.766,7.619,20.131,-0.153,8.189,4.801,-4.069,18.036,4.74,3.784,0.753,-1.282,10,7.375,-1.658,-8.698,11.403,-1.587,-3.794,-11.332,-5.666,-0.539,-1.75,-9.755,-0.254,4.313,-8.901,-11.414,-6.012,-7.65,-2.604,12.553,6.378,a
14.516,16.032,-2.97,6.175,9.054,13.845,8.382,10.518,6.653,5.005,1.526,5.188,3.896,-5.992,-6.765,12.502,-4.791,4.028,3.215,-1.963,-2.675,-1.923,-7.009,-4.883,-4.934,-3.184,-10.264,-7.345,-9.247,-10.874,-11.017,12.695,6.643,22.085,4.242,9.654,10.661,-3.092,13.153,6.694,3.296,1.241,2.136,10.488,7.375,-2.635,-9.674,11.403,-2.075,-2.33,-9.379,-4.201,-2.492,1.18,-12.685,0.234,4.313,-8.413,-10.437,-4.547,-7.161,-2.604,14.018,10.284,a
13.54,15.544,0.448,9.104,8.077,11.403,6.917,10.03,5.676,5.981,4.944,5.188,2.431,-5.503,-2.858,13.967,-1.373,1.587,0.773,3.408,-3.164,-0.458,-6.032,-2.93,-3.957,0.234,-10.752,-4.903,-8.759,-8.433,-10.04,13.672,6.154,19.155,6.683,8.677,11.149,1.79,5.829,6.205,2.319,2.218,4.089,9.023,6.399,-2.146,-8.209,9.939,-4.028,-0.376,-8.403,-2.736,0.926,2.157,5.87,3.164,3.825,-6.948,-8.972,-3.082,-6.673,-2.604,12.553,11.261,a
10.61,14.567,4.842,12.034,7.1,7.985,5.452,8.077,3.723,6.958,5.92,5.676,1.455,1.333,2.513,15.432,1.556,1.099,-4.11,2.92,-3.652,0.519,-5.056,-1.953,-2.981,1.699,-10.264,-3.438,-7.294,-5.503,-9.552,12.207,5.666,14.76,5.707,6.236,3.337,6.185,3.876,4.252,1.343,3.194,2.625,7.07,4.934,-0.193,-4.791,7.985,-6.47,0.6,-8.403,-2.248,0.926,1.18,-11.709,-10.02,2.848,-5.483,-7.507,-2.106,-5.697,-2.116,10.111,9.796,a
8.657,13.59,8.26,13.499,6.612,6.032,3.988,6.124,2.258,7.446,3.479,4.211,1.455,8.169,5.442,16.897,0.092,3.54,3.215,0.966,-3.164,1.007,-4.567,-1.953,-2.492,0.722,-9.288,-2.95,-5.341,-3.55,-8.575,11.719,6.154,11.342,3.265,4.283,-5.452,8.626,8.27,3.276,0.854,4.171,-1.282,4.628,3.957,1.76,-1.373,7.009,-6.47,0.6,-8.403,-2.736,-3.469,-0.773,1.963,-0.743,2.36,-4.018,-5.554,-1.617,-4.72,-1.628,8.158,7.843,a
10.122,13.102,11.678,12.522,6.612,7.497,3.499,5.636,2.258,6.958,1.038,3.235,2.431,8.657,4.954,18.85,3.998,4.028,6.144,-3.916,-2.187,0.031,-4.079,-2.93,-2.004,-0.743,-5.87,-2.95,-3.876,-2.574,-6.622,12.207,8.108,10.366,3.265,4.771,-6.917,9.603,13.641,3.764,1.831,4.171,-3.723,4.14,3.957,1.76,0.58,6.521,-3.052,-0.376,-5.961,-3.225,-0.539,-1.261,-48.33,-9.532,2.36,-3.042,-4.578,-1.617,-4.232,-1.139,9.135,6.378,a
13.051,11.149,13.631,12.522,8.077,10.427,4.476,7.1,4.7,5.981,2.502,3.235,3.408,3.774,3.489,19.826,3.998,0.122,6.144,-6.846,-0.722,-0.458,-2.614,-3.418,-1.516,-0.743,-1.475,-2.95,-3.387,-2.085,-4.669,13.672,11.037,10.366,5.707,7.701,0.407,10.579,15.594,5.717,2.808,3.194,-2.747,5.117,5.422,0.295,0.58,7.985,0.366,-0.865,-2.543,-2.248,3.367,0.692,-1.943,-5.137,2.848,-2.553,-3.601,-1.617,-3.255,-0.651,12.553,7.355,a
15.493,10.173,13.631,13.987,9.542,13.357,5.941,9.542,6.653,5.005,7.874,3.723,3.896,-2.085,3.489,21.291,-0.397,1.587,-8.016,4.873,-0.234,-0.458,-1.638,-2.441,-1.516,0.722,1.455,-2.95,-3.387,-3.062,-3.204,15.625,13.479,10.854,9.125,11.607,9.196,11.556,14.13,6.694,4.272,2.706,0.183,7.07,6.887,-0.682,0.58,9.45,2.319,-0.865,0.387,-1.272,-1.027,1.668,-2.92,-1.231,2.848,-3.042,-3.601,-1.617,-3.255,-1.628,15.483,9.308,a
16.469,10.661,11.19,15.452,11.007,14.821,6.917,11.495,8.118,5.493,14.709,4.7,3.896,-3.062,6.419,22.268,2.533,3.54,-8.016,-0.01,-0.722,-0.458,-1.149,-1.953,-2.492,1.211,0.478,-3.438,-4.852,-5.015,-3.693,16.602,13.967,11.342,10.59,13.072,10.661,9.115,13.153,6.694,5.249,2.706,2.625,9.023,7.863,0.295,1.068,10.915,0.854,-0.376,0.387,-0.295,-1.516,-0.285,-16.591,-1.719,3.337,-3.53,-5.066,-1.617,-3.743,-1.628,15.483,10.773,a
14.028,13.102,8.26,13.011,11.007,13.845,6.917,11.983,9.094,6.47,17.151,5.188,3.896,0.844,8.372,23.244,-0.885,0.122,-9.969,5.849,-2.187,0.031,-2.614,-1.953,-2.981,-0.743,-3.916,-5.391,-6.317,-6.48,-6.134,16.602,12.502,12.319,9.125,12.583,7.243,3.255,15.106,5.229,5.737,3.194,2.625,9.511,7.863,1.76,1.556,11.403,-2.563,-0.376,-1.567,-1.76,-0.539,0.692,-11.22,-6.114,3.825,-5.483,-7.507,-2.594,-5.208,-2.116,13.529,10.284,a
11.587,17.008,5.819,5.198,10.03,11.892,6.429,10.518,8.606,6.958,12.756,5.188,4.384,3.774,7.395,24.221,-0.885,3.54,1.75,2.92,-2.675,-0.458,-4.079,-3.906,-3.957,-4.161,-8.799,-7.833,-7.782,-8.433,-9.552,16.602,12.014,13.784,6.195,11.119,3.337,-1.628,17.059,4.252,5.737,2.706,1.648,8.046,6.887,2.736,1.068,9.939,-4.028,-1.353,-4.496,-4.69,-1.027,2.645,11.241,5.117,3.825,-6.948,-9.949,-3.571,-6.185,-2.604,10.6,8.331,a
10.122,19.938,5.33,-3.103,9.054,10.427,5.452,8.565,7.629,6.47,3.479,4.7,4.384,2.797,2.024,24.709,1.556,4.517,-1.668,6.337,-2.675,-0.946,-5.056,-5.859,-3.957,-6.114,-11.241,-8.321,-8.27,-8.921,-11.505,15.625,12.99,14.76,4.242,10.63,2.848,-1.139,17.059,5.229,5.249,1.729,1.16,6.582,6.399,2.248,-0.885,8.962,-3.052,-2.33,-5.473,-7.619,-1.027,1.18,-17.568,-0.743,3.825,-7.436,-10.437,-4.547,-6.185,-2.604,9.623,6.866,a
11.098,20.915,6.795,-6.032,8.565,10.427,5.452,8.077,7.141,5.981,-5.31,4.211,3.896,-0.132,-4.323,24.709,13.275,-2.319,6.144,-3.428,-1.699,-1.923,-4.567,-6.836,-3.469,-3.672,-10.264,-6.856,-7.294,-8.433,-10.529,15.625,14.455,14.272,4.242,11.607,2.36,4.232,13.641,6.694,3.296,1.729,2.625,6.093,5.91,0.783,-2.838,8.474,-0.61,-2.818,-5.473,-8.596,2.879,-1.261,11.241,-2.696,3.337,-6.948,-8.972,-4.547,-5.697,-2.116,11.088,7.843,a
13.54,19.45,9.237,-0.661,8.565,11.403,5.452,9.054,6.165,6.47,-7.751,4.211,2.92,0.356,-6.765,23.733,23.529,-1.831,-9.481,-3.916,-0.722,-1.434,-3.591,-5.371,-2.492,1.211,-6.358,-4.415,-5.829,-5.503,-6.622,16.113,14.943,11.342,5.707,13.56,-1.058,11.068,10.712,7.67,1.343,3.194,4.578,7.07,6.399,1.272,-2.838,8.474,0.854,-2.33,-4.985,-6.154,5.809,-2.238,0.01,-8.067,3.337,-4.506,-5.554,-3.082,-4.232,-1.628,13.529,9.796,a
